Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
1770333233009969,LisaGrue,These ads ran without a disclaimer,≤100,1
982807208519006,Bjørnetjenesten  Børnemusik,These ads ran without a disclaimer,≤100,1
927057930973841,Dagmara Szymańska Autor Embrace Therapy,These ads ran without a disclaimer,≤100,1
340577086006224,CRI German,These ads ran without a disclaimer,≤100,1
380588318754125,TommyTelt,These ads ran without a disclaimer,≤100,1
101953493337841,MEBO International,These ads ran without a disclaimer,≤100,1
102952309457793,History in Number,These ads ran without a disclaimer,≤100,2
100386342622682,Studerende på Københavns Universitet,These ads ran without a disclaimer,≤100,1
146481695371146,"มูลนิธิเพื่อสุนัขในซอย, ประเทศไทย (Soi Dog - in Thai)",These ads ran without a disclaimer,≤100,1
1541838982729128,Anna Lindh Foundation Network in Sweden - Anna Lindh Stiftelsen i Sverige,These ads ran without a disclaimer,≤100,1
100109498195615,VORES Randers,These ads ran without a disclaimer,≤100,1
103642878968613,Way of Life,These ads ran without a disclaimer,≤100,1
1136117829854042,Pure Blue of Norway,These ads ran without a disclaimer,≤100,1
101653285444113,SK텔레콤 뉴스룸,These ads ran without a disclaimer,≤100,1
128925017117689,MovieZoo.dk,These ads ran without a disclaimer,≤100,1
103619255174799,LG Display Newsroom,These ads ran without a disclaimer,≤100,1
1823807254333065,Soy Más País,These ads ran without a disclaimer,≤100,1
192434641302087,RoshdInsights,These ads ran without a disclaimer,≤100,1
435272526866135,North American Kurdish Alliance - NAKA,These ads ran without a disclaimer,≤100,1
188140874572413,Fundación Charles Darwin,These ads ran without a disclaimer,≤100,4
105699708610413,The Kyiv Independent,These ads ran without a disclaimer,≤100,1
1606155556168996,Si Amo Afrin,These ads ran without a disclaimer,≤100,1
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100,3
102500518635499,ENTR en,These ads ran without a disclaimer,≤100,2
117023901352521,the_alyanch,These ads ran without a disclaimer,≤100,1
771869142824281,Júníus Meyvant,These ads ran without a disclaimer,≤100,1
105012451157797,Uniathena - Short Courses,These ads ran without a disclaimer,≤100,1
118818871156611,clubwudan,These ads ran without a disclaimer,≤100,1
109997088627862,Lyfecycle,These ads ran without a disclaimer,≤100,2
722256984867966,Raytheon Missiles & Defense,These ads ran without a disclaimer,≤100,1
115643645121323,Deuter,These ads ran without a disclaimer,≤100,1
15974534830,Magnum Photos,These ads ran without a disclaimer,≤100,7
109044999140694,CAS,These ads ran without a disclaimer,≤100,3
111132794348779,That Happened,These ads ran without a disclaimer,≤100,1
101421609364851,Ty Ibarra,These ads ran without a disclaimer,≤100,1
120223804387904,dailypositivityboost,These ads ran without a disclaimer,≤100,1
100556106171382,Life's rhythm,These ads ran without a disclaimer,≤100,1
100490729492964,Sebastian Bello,These ads ran without a disclaimer,≤100,7
609131619115590,O čem se mluví,These ads ran without a disclaimer,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,1
1102199946478493,Spotlight,These ads ran without a disclaimer,≤100,1
102237416053198,Pramila Nageshwararaj,These ads ran without a disclaimer,≤100,1
106892895068657,Reykjavik Science City,These ads ran without a disclaimer,≤100,1
110178328228079,NinjaOne Europe,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,3
316139502261301,BeInCrypto,These ads ran without a disclaimer,≤100,1
111595864923192,Aasi Tahir Siddique,These ads ran without a disclaimer,≤100,1
124340177284061,TomorrowBuilding,These ads ran without a disclaimer,≤100,1
598865763613819,Institute for Zen Leadership,These ads ran without a disclaimer,≤100,2
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,3
117697811288537,Super Master,These ads ran without a disclaimer,≤100,1
286094071469577,VINCI Energies,These ads ran without a disclaimer,≤100,2
31235346489,DJ Lionpaw,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,1
107475414174704,Montes Wines,These ads ran without a disclaimer,≤100,1
107881342266729,Главное,These ads ran without a disclaimer,≤100,1
123546032572,Eppendorf Group,These ads ran without a disclaimer,≤100,1
1457915704536726,Advokatfirmaet Magnus Legal,These ads ran without a disclaimer,≤100,1
105019871690075,noia.magazine,These ads ran without a disclaimer,≤100,1
102072599470181,Advanced Trading,These ads ran without a disclaimer,≤100,1
101616782888805,Travel Away,These ads ran without a disclaimer,≤100,1
109888808553507,Neol,These ads ran without a disclaimer,≤100,2
105743361735500,New to Money Português,These ads ran without a disclaimer,≤100,1
109569515162571,UMUT AKSOY,These ads ran without a disclaimer,≤100,1
561815680508842,"Shurya - Meditacion, relajación y sabiduria",These ads ran without a disclaimer,≤100,1
106299475598378,profkevinfenton,These ads ran without a disclaimer,≤100,1
106837661915369,Hatzopoulos S.A.,These ads ran without a disclaimer,≤100,1
100133042448587,Sneaker Toast Magazine,These ads ran without a disclaimer,≤100,1
108918024296374,LatviaTravel,These ads ran without a disclaimer,≤100,1
72149536933,SKF,These ads ran without a disclaimer,≤100,1
100408139141307,Concerts Lovers,These ads ran without a disclaimer,≤100,1
153371894688575,World Bank,These ads ran without a disclaimer,≤100,1
270039487025241,Learning Library,These ads ran without a disclaimer,≤100,1
109613811893240,Aiby • AI Art & Avatar Generator,These ads ran without a disclaimer,≤100,1
111675408313515,Lisbon Energy Summit,These ads ran without a disclaimer,≤100,1
994977213848354,Sarx,These ads ran without a disclaimer,≤100,1
175807639890984,"Dr. Hanuman - Yoga, Breath & Joy",These ads ran without a disclaimer,≤100,3
428157337550611,ICMM,These ads ran without a disclaimer,≤100,1
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100,8
1471787229768516,Art+Feminism,These ads ran without a disclaimer,≤100,1
171163390480055,Samson Rope Technologies,These ads ran without a disclaimer,≤100,2
320788968000582,Center for Israel Education,These ads ran without a disclaimer,≤100,1
805499066304399,Centre for International Studies and Development,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,2
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100,2
105945458999217,Demenswear,These ads ran without a disclaimer,≤100,2
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100,1
112502804794164,Країна Миру - Country of Peace,These ads ran without a disclaimer,≤100,1
524481140907226,Green Motion International,These ads ran without a disclaimer,≤100,1
315543515306,Jing Daily,These ads ran without a disclaimer,≤100,1
111625174617456,illustration.katy,These ads ran without a disclaimer,≤100,1
105558698809934,SRNE Solar,These ads ran without a disclaimer,≤100,1
404637380346545,Freeda En,These ads ran without a disclaimer,≤100,1
179989282086901,Warriors of the Divine,These ads ran without a disclaimer,≤100,1
121191740953524,Новости Европы,These ads ran without a disclaimer,≤100,1
112675286764083,Aggregates Business,These ads ran without a disclaimer,≤100,1
320948257943554,Бостонский Кругозор,These ads ran without a disclaimer,≤100,1
216550520609,CLAE,These ads ran without a disclaimer,≤100,1
1603592663238606,Svjedok prošlosti,These ads ran without a disclaimer,≤100,1
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,≤100,1
10606591490,TIME,These ads ran without a disclaimer,≤100,1
117720231300445,Важно Знать,These ads ran without a disclaimer,≤100,1
479285342097950,AeroTime,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,6
105559305713150,PlanetPlay Global,These ads ran without a disclaimer,≤100,1
105639025839199,Aiko Energy,These ads ran without a disclaimer,≤100,1
142914269087072,Cornell Lab of Ornithology,These ads ran without a disclaimer,≤100,1
108318715562829,Abi Espin,These ads ran without a disclaimer,≤100,2
1556259461269806,Shareably,These ads ran without a disclaimer,≤100,1
103847071992624,Climate Heritage,These ads ran without a disclaimer,≤100,1
610696639428997,VEOCEL,These ads ran without a disclaimer,≤100,1
1684724295099974,Trending Taiwan潮台灣,These ads ran without a disclaimer,≤100,2
110193702339241,Fountaine Pajot,These ads ran without a disclaimer,≤100,1
113388621278432,Amerikabrev,These ads ran without a disclaimer,≤100,1
141271779363886,Christian Harfouche,These ads ran without a disclaimer,≤100,1
308078662574679,Xcode Life,These ads ran without a disclaimer,≤100,1
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,≤100,1
1244705842263957,World Highways,These ads ran without a disclaimer,≤100,2
287193278023020,Jirka Stoček,These ads ran without a disclaimer,≤100,2
128460617656602,eeDesignIt,These ads ran without a disclaimer,≤100,2
126647422239291,stand_up_for_nuclear,These ads ran without a disclaimer,≤100,1
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100,2
102980832777264,vugarboniak,These ads ran without a disclaimer,≤100,1
111014438406253,Trendyspread shop1,These ads ran without a disclaimer,≤100,2
2418643321715898,Daily Stickers,These ads ran without a disclaimer,≤100,1
177971792541224,CNRS News,These ads ran without a disclaimer,≤100,1
128322628212,Falling Walls,These ads ran without a disclaimer,≤100,2
331965446932156,HORIZON: the EU Research & Innovation magazine,These ads ran without a disclaimer,≤100,1
109476034966891,Electrify News,These ads ran without a disclaimer,≤100,1
1656590977890066,IDEO U,These ads ran without a disclaimer,≤100,1
429957570419097,Professor Israel,These ads ran without a disclaimer,≤100,1
100226179346528,dynamiceventsberlin,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,3
106124221662606,Mititelu Raul,These ads ran without a disclaimer,≤100,1
110206684121600,growfish.co,These ads ran without a disclaimer,≤100,1
327118287384388,The Institution of Engineering and Technology (IET),These ads ran without a disclaimer,≤100,1
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,1
101138836304674,Dave Sharpe,These ads ran without a disclaimer,≤100,1
104554088412737,Rubryka - Solutions from Ukraine,These ads ran without a disclaimer,≤100,2
1628143114116321,Havdrup Kirke,These ads ran without a disclaimer,≤100,1
112736661782449,Z-64-pro,These ads ran without a disclaimer,≤100,1
107553662058080,Germano Romero,These ads ran without a disclaimer,≤100,1
1665415480386176,Radicalisation Awareness Network - RAN,These ads ran without a disclaimer,≤100,1
108607351041275,FAB Group,These ads ran without a disclaimer,≤100,1
101478712863847,European news,These ads ran without a disclaimer,≤100,1
171522852874952,Juventus,These ads ran without a disclaimer,≤100,1
145782498897144,KENGURU.PRO,These ads ran without a disclaimer,≤100,1
102912091863686,Volvo Penta on Land,These ads ran without a disclaimer,≤100,2
105962449139113,ChatBox,These ads ran without a disclaimer,≤100,2
489179047956298,Allwork.Space,These ads ran without a disclaimer,≤100,2
102964102556890,Bettermanly - Magazine page 2,These ads ran without a disclaimer,≤100,1
333293986861604,Jean Richard MusiK,These ads ran without a disclaimer,≤100,2
101289218907718,Web News,These ads ran without a disclaimer,≤100,2
109618608579864,All beautiful things,These ads ran without a disclaimer,≤100,3
150793518281117,Covestro,These ads ran without a disclaimer,≤100,3
171043963049603,GREAT SCOT,These ads ran without a disclaimer,≤100,1
760185027711926,Scientific Feed,These ads ran without a disclaimer,≤100,1
219947610085,Marine Conservation Society,These ads ran without a disclaimer,≤100,1
372543722891096,"Salouru, Real Estate",These ads ran without a disclaimer,≤100,1
154680184946903,Superplastic,These ads ran without a disclaimer,≤100,1
164851239572,Women for Women International - UK,These ads ran without a disclaimer,≤100,1
108358524677345,畫啦啦少兒美術,These ads ran without a disclaimer,≤100,1
114184975000819,Unexplained Beasts,These ads ran without a disclaimer,≤100,1
100970059574672,Bisexual.org en Español,These ads ran without a disclaimer,≤100,1
633246560165629,Fujifilm Global,These ads ran without a disclaimer,≤100,1
105842829050347,earthapist,These ads ran without a disclaimer,≤100,1
126166480762310,SelectScience,These ads ran without a disclaimer,≤100,1
108535778792153,Evang. Akwaha,These ads ran without a disclaimer,≤100,1
80161254850,European Youth Forum,These ads ran without a disclaimer,≤100,1
104444237650160,برنامج مع الرئيس,These ads ran without a disclaimer,≤100,1
102727121816068,Святлана Ціханоўская,These ads ran without a disclaimer,≤100,2
194886144517585,Solid English School,These ads ran without a disclaimer,≤100,1
115540694483809,pretawolzak,These ads ran without a disclaimer,≤100,1
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100,3
114980244815721,Polistudio,These ads ran without a disclaimer,≤100,1
100106918464082,Tissue Online North America,These ads ran without a disclaimer,≤100,1
364987324007814,Page Hotels,These ads ran without a disclaimer,≤100,1
102416722029565,"Innovate4Climate, I4C 2023 - Bilbao",These ads ran without a disclaimer,≤100,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
376224865747238,Servier,These ads ran without a disclaimer,≤100,1
1603032896650454,Fondazione Imago Mundi - Gallerie delle Prigioni,These ads ran without a disclaimer,≤100,1
108258998739587,I Did not know,These ads ran without a disclaimer,≤100,4
113205131621824,WorldOrder.News,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,4
133945616646913,RioOnWatch.org,These ads ran without a disclaimer,≤100,2
103503548827625,Diversify Collective,These ads ran without a disclaimer,≤100,2
106722822373735,The Fun Insider,These ads ran without a disclaimer,≤100,2
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,2
109305525113098,Pupil Loves,These ads ran without a disclaimer,≤100,4
102207552798601,Youth clicks,These ads ran without a disclaimer,≤100,1
351365901647856,Reima,These ads ran without a disclaimer,≤100,1
354154019404,Polygiene,These ads ran without a disclaimer,≤100,1
106974505310582,"БО БФ ""Фенікс України""",These ads ran without a disclaimer,≤100,1
644897506121626,future.weapons,These ads ran without a disclaimer,≤100,1
983135718420987,Visit Jiangsu,These ads ran without a disclaimer,≤100,1
719796491812437,Oy Prevex Ab,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,5
102197532218107,Regal Springs Europe,These ads ran without a disclaimer,≤100,1
110861658082667,Planet One,These ads ran without a disclaimer,≤100,1
100851609659466,,These ads ran without a disclaimer,≤100,1
112864228133921,Funnies Now - Stories,These ads ran without a disclaimer,≤100,1
200226622453,NOWNESS,These ads ran without a disclaimer,≤100,2
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100,2
6115848166,Nature Portfolio,These ads ran without a disclaimer,≤100,4
63306224439,Trip.com,These ads ran without a disclaimer,≤100,2
108090722253322,HL Connection #1,These ads ran without a disclaimer,≤100,7
104571188687767,Chill Read,These ads ran without a disclaimer,≤100,1
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,≤100,3
101132541967404,ESG Investing,These ads ran without a disclaimer,≤100,1
127252545339217,Pieux,These ads ran without a disclaimer,≤100,1
105036179534606,"Gildan, Making Apparel Better",These ads ran without a disclaimer,≤100,1
106882027720933,Ugreen_Us,These ads ran without a disclaimer,≤100,2
111902870168738,Seçimini Yap,These ads ran without a disclaimer,≤100,1
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
134972349915670,Young Friends of the Earth Europe,These ads ran without a disclaimer,≤100,1
495297847177818,3D WALL Panels Italia,These ads ran without a disclaimer,≤100,1
100689636310150,Waokeem-EU,These ads ran without a disclaimer,≤100,5
102300279228311,MadeinChina,These ads ran without a disclaimer,≤100,1
68644810672,"Liorel, Art from Israel",These ads ran without a disclaimer,≤100,1
8428544759,Six Degrees Records,These ads ran without a disclaimer,≤100,2
285530825204,Klitschko,These ads ran without a disclaimer,≤100,3
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
116355337718182,Moli lulu,These ads ran without a disclaimer,≤100,1
101922875434564,Road to Vintage - Music,These ads ran without a disclaimer,≤100,1
114053828319874,HL Connection #3,These ads ran without a disclaimer,≤100,1
101230864772144,Corporate Side Hustlers Club,These ads ran without a disclaimer,≤100,1
106843828862974,Worlds knoledge,These ads ran without a disclaimer,≤100,2
103940752286011,The Third Option.,These ads ran without a disclaimer,≤100,1
604598226218072,CNH Industrial,These ads ran without a disclaimer,≤100,1
1554140798243593,Goldsmiths Short Courses,These ads ran without a disclaimer,≤100,1
100525605800075,Meet and Greet,These ads ran without a disclaimer,≤100,3
105826097732259,Friends & Co PR and Communications,These ads ran without a disclaimer,≤100,1
105607552434777,Instalador Solar,These ads ran without a disclaimer,≤100,1
476179919621255,Misbar - مسبار,These ads ran without a disclaimer,≤100,1
100112796084881,Futbolete - Page 4,These ads ran without a disclaimer,≤100,1
1954799894783761,Moratory,These ads ran without a disclaimer,≤100,1
1390745591150821,NRC - Norwegian Refugee Council,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
344322995756307,Planet Smart City,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
149935233872959,up.clothingofficial,These ads ran without a disclaimer,≤100,1
8539814909,International Animal Rescue,These ads ran without a disclaimer,≤100,6
103750018399880,Hot Pop Today Community,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,2
110099331940978,More Hackz - MediaSmarter,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,2
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100,5
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,4
104444729065513,Victoria Segovia,These ads ran without a disclaimer,≤100,3
106170661628518,香港V,These ads ran without a disclaimer,≤100,1
104263339167912,Run It Twice Entertainment,These ads ran without a disclaimer,≤100,1
155438574470276,DW українською,These ads ran without a disclaimer,≤100,1
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100,5
984203991753488,Research Outreach,These ads ran without a disclaimer,≤100,2
79511407410,Mercedes-AMG Petronas F1 Team,These ads ran without a disclaimer,≤100,1
111622410196045,State of Youth,These ads ran without a disclaimer,≤100,2
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,1
1452734928361216,Matt Johnson,These ads ran without a disclaimer,≤100,1
630809920303095,Erasmus+,These ads ran without a disclaimer,≤100,1
462122137178614,Munduk Moding Plantation,These ads ran without a disclaimer,≤100,1
367649046908008,Growatt New Energy,These ads ran without a disclaimer,≤100,1
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
183125116821,EURES,These ads ran without a disclaimer,≤100,1
106933965668760,MoYah,These ads ran without a disclaimer,≤100,1
307682176615916,ACT2gether,These ads ran without a disclaimer,≤100,1