Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
103936480985864,Győri Enikő,Győri Enikő,20000,1
2322801981324266,Óbudai hírek,Óbudai Hírek,20000,1
107446035589400,Demko Attila,Mathias Corvinus Collegium,20000,1
119531247751431,Dr. Somkuti Bálint,Mathias Corvinus Collegium,20000,1
18562323874,Élet és Irodalom,Székely János,20000,8
109161280439972,Momentum IV. kerület,Momentum Mozgalom,20000,1
292606340886422,MSZP Újpest - Káposztásmegyeri Szervezete,Magyar Szocialista Oárt,20000,1
109859190872124,Császár Roland polgármester,Császár Roland polgármester,20000,1
134984140045777,Stummer János - Momentum,Momentum Mozgalom,19998,5
835177903521081,Momentum Göd,Momentum Mozgalom,19988,1
109858948720498,Boris Kálnoky,Mathias Corvinus Collegium,19783,1
117169985595161,Álomgyár Könyvesboltok,These ads ran without a disclaimer,19732,2
1157237054451999,SolarKit Magyarország,These ads ran without a disclaimer,19559,1
110492499001,Labrisz Leszbikus Egyesület,Labrisz Leszbikus Egyesület,19451,1
115531503617703,MKKP Miskolc,Magyar Kétfarkú Kutya Párt,19443,7
144606418883602,MAGOSZ,Magyar Gazdakörök és Gazdaszövetkezetek Szövetsége,19438,4
104382402566795,Sebestyén Géza,Mathias Corvinus Collegium,19267,1
400229417263044,Hartaházi Miklós Pestszentimre,Jobbik,18931,6
264949437776073,BTM Vármúzeum,BTM Vármúzeum,18609,7
299150860442289,Bereczki Miklós,Bereczki Miklós,18568,3
102203505677256,Fenntartható Városok,Fenntartható Közösségek Központja,18056,1
183723231644096,Szita Károly,Szita Károly,17545,1
102200394473807,Hermann György,Momentum Mozgalom,17507,4
102251318064432,Organon,These ads ran without a disclaimer,17504,1
180498125324273,Gazdagréti Összefogás Egyesület,Gazdagréti Összefogás Egyesület,17495,2
126136750786218,Szabó Zsolt,Szabo Zsolt,17331,10
1722969024662464,Civil Összefogás Fórum,Civil Összefogás Fórum,17125,8
101234361488097,Gór Csaba,Dr. Gór Csaba,17032,4
108711752088072,Interurbán 2023,These ads ran without a disclaimer,17006,6
311949973069503,Rajta Újváros,Rajta Újváros! Egyesület,17000,3
292787761246129,Herczeg Tamás,Fidesz,16586,5
103581448930725,Szeretlek Csongrád-Csanád,Genesis Médiacsoport Kft.,16580,4
287842647957979,EU International Partnerships,These ads ran without a disclaimer,16442,4
109112647624577,Open Books,Open Books,16251,1
361192207285290,Friedrich-Ebert-Stiftung Budapest,Friedrich-Ebert-Stiftung Budapest,16127,1
565021993527726,Magyar Agrár- és Élettudományi Egyetem,These ads ran without a disclaimer,16100,3
111032325184666,Beautycle,Beautycle,16057,14
186937904681332,Szabó Rebeka,Párbeszéd Magyarországért Párt,16000,2
322607837760241,Álomgyár,These ads ran without a disclaimer,15933,1
192197134141523,LMP Miskolc - BAZ megye,LMP - Magyarország Zöld Pártja,15748,3
157678061062231,LMP Pestszentlőrinc - Pestszentimre,LMP - Magyarország Zöld Pártja,15748,1
130456876990360,European Youth,These ads ran without a disclaimer,15663,1
103670522489720,A baloldal valódi arca,A baloldal valódi arca,15588,5
728260423984010,Böröcz László,Böröcz László,15570,5
571986950139979,Koi Norbert,Koi Norbert István,15469,3
102983854874761,Dr. Balogh Róbert ügyvéd,Balogh Róbert,15278,3
105216764203897,Bakai-Nagy Zita Újbuda,Bakai-Nagy Zita,15208,6
804685603241491,Czuczor Gergely,Fidesz - Magyar Polgári Szövetség,15154,2
329444931109132,Őrsi Gergely,Őrsi Gergely Ferenc,15100,3
422134944867351,Borsod24,Esélyegyenlőség és Fenntarthatóság Egyesület,15000,2
916536061799484,Ovádi Péter,Ovádi Péter,15000,2
180924612473518,Dr. Brenner Koloman,Jobbik Magyarországért Mozgalom,15000,1
471957966936762,Aranyos Gábor,Aranyos Gábor,15000,2
1671533653104519,Kele János,Kele János,15000,1
543340359536832,We Have a Dream,We Have a Dream,15000,1
1992543104404776,Momentum TizenX,Momentum Mozgalom,15000,1
2138587956418777,Ultra-info,Elemi,15000,3
503752419992103,Sebők Éva,Momentum Mozgalom,15000,1
127701053984874,Flesch Központ,Flesch Központ,14987,1
128449957180084,T. Mészáros András,Összefogás Egyesület,14951,1
256032748317057,Színes Erzsébetváros,Színes Erzsébetváros,14929,2
103607814480517,Kovács Alex Gábor,Kovács Alex Gábor,14733,20
108480805551474,,Rataj András,14533,2
219432394845493,MFB - Magyar Fejlesztési Bank,These ads ran without a disclaimer,14522,1
409185932794784,MKKP Csepel,Magyar Kétfarkú Kutya Párt,14513,5
101040961353702,Temesvári Szilvia,Temesvári Szilvia Benedetta,14500,3
1830291453887315,Szeberényi Gyula Tamás,Szeberényi Gyula Tamás,14463,3
519279158277826,Szülői Hang,These ads ran without a disclaimer,14459,8
116925790432558,Lehoczki Ádám,Lehoczki Ádám,14434,5
164288663615695,ingatlan.com,These ads ran without a disclaimer,14267,1
143382602349078,Kiss László,Kiss László,14216,1
106745191902831,Bács-Kiskun 5 - DK,Nagy Szabolcs,14178,5
1028583800572687,Telekom Electronic Beats,These ads ran without a disclaimer,14171,2
342785876208317,Mellár Tamás,Párbeszéd Magyarországért,14143,3
1578544965522747,Dr. Györei Péter ügyvéd,Dr. Györei Péter,14000,2
1493071807593698,Papp László,Papp László,13998,6
230314307098155,Patent Egyesület,PATENT Egyesület,13969,3
229919737190021,Horváth István,Horváth István,13865,1
104289962125266,Sümegi Szó,Sümegi Szó,13489,3
101438362813848,Mindenki Erzsébetvárosa,Mindenki Erzsébetvárosa,13253,5
1065713933504228,Új Egyenlőség,Új Egyenlőség,12633,13
104713558981109,Elekes Tamás,Elekes Tamás,12567,5
476805099143848,"Nagykőrösi Arany János Kulturális Központ, Könyvtár és Muzeális Gyűjtemény","Nagykőrösi Arany János Kulturális Központ, Könyvtár és Muzeális Gyűjtemény",12483,1
101470803260089,HAB ad,HAB Advert Kommunikációs Ügynökség Kft.,12357,2
375322246241286,Orosz Anna,Momentum Mozgalom,12351,1
124351424727220,MKKP Vas megye,Magyar Kétfarkú Kutya Párt,12299,5
115050303274279,Horváth Soma,Horváth Soma Àdám,12273,4
106317037417774,Burján Ferenc,Burján Ferenc,12134,6
333136826797847,Zsigó Róbert,Zsigó Róbert,12123,9
721803117895154,Megújuló Magyarországért Alapítvány - Progressive Hungary Foundation,Megújuló Magyarországért Alapítvány,12084,3
110044873939739,Rehó János,Rehó János,12076,16
106293784833018,MKKP - Dabas és Dunaharaszti és Ráckeve és környéke,Magyar Kétfarkú Kutya Párt,12000,2
104594918109266,Magyarország Ügyészsége,Magyarország Ügyészsége,12000,2
319854612033070,Sándor Balázs MKKP,Magyar Kétfarkú Kutya Párt,12000,7
342468139898550,MKKP Vác,Magyar Kétfarkú Kutya Párt,12000,2
110554660434098,Dunaújváros Önkormányzata,Dunaújváros Önkormányzata,11999,5
264210363649459,Élő Norbert,Élő Norbert,11993,1
109651004719614,Szol24,Esélyegyenlőség és Fenntarthatóság Egyesület,11958,2
1152868744771261,LMP XII. kerület,LMP - Magyarország Zöld Pártja,11811,1
103492610994760,Tetlák Örs,LMP - Magyarország Zöld Pártja,11811,2
630618270337003,Kis-Szeniczey Kálmán,LMP - Magyarország Zöld Pártja,11811,1
735736549957756,G7.hu,These ads ran without a disclaimer,11751,2
1105251919636752,Linde Anyagmozgatás,These ads ran without a disclaimer,11586,1
101833031899786,Sziklai Attila - Momentum Mozgalom,Attila Sziklai,11504,7
1425355697692924,Dr. Tóth Bertalan,Magyar Szocialista Párt,11489,1
480893725353353,Közélet Iskolája,Júlia Vujovits,11415,3
102252705384813,AlpinSun,These ads ran without a disclaimer,11345,3
353543569862,bien.hu,These ads ran without a disclaimer,11340,1
1499582216806964,Kreitler-Sas Máté,Kreitler-Sas Máté,11339,7
113211046794496,Jámbor András,Párbeszéd Magyarországért,11261,3
110159697991010,Paládi Máté,Máté Paládi,11208,7
154330598636060,MKKP Gödöllő,Magyar Kétfarkú Kutya Párt,11000,2
110328363663045,Körmendi Zoltán,Zoltan Kormendi,11000,2
132525756818504,Forpsi Magyarország,These ads ran without a disclaimer,10969,1
101011358622849,Vajda Krisztián Ferenc,Petrovszki Enikő,10883,3
131080114219844,MKKP Esztergom,Magyar Kétfarkú Kutya Párt,10858,4
333136826797847,Zsigó Róbert,Fidesz,10832,3
105967164071611,Nagy Balázs Szemere és Ganztelep,Nagy Balázs Szemere és Ganztelep,10717,5
222935035147780,moszkvater.com,moszkvater.com,10616,4
217792858393978,Politológus Műhely,Tóth Amina,10548,4
106274355482522,Nagy Barnabás alpolgármester,Nagy Barnabás Lajos,10500,3
147547541961576,Council of the European Union,These ads ran without a disclaimer,10442,1
462139203805958,Gelencsér Attila,Gelencsér Attila,10434,6
110599253866889,Millenna,Millenna Újság,10417,1
437674733429219,Unger Tamás,Unger Tamás,10064,2
1406386486355924,Partizán,These ads ran without a disclaimer,10049,1
607449159668998,61-es út,61-es út mentén egyesület,10018,2
113132560042939,Alakszai Zoltán,Alakszai Zoltán,10000,1
102989522035144,Szent István Intézet,Szent István Intézet,10000,2
118577762864784,Dr. Székely Károly,Momentum Mozgalom,10000,1
757956501234552,"Óbudai Fidesz - ""Nekünk Óbuda az első""",Fidesz,10000,1
423295557712135,Zsidó és Izraeli Filmfesztivál,Bálint Zsidó Közösségi Ház Alapítvány,10000,1
228919710581213,Kislábnyom - Small Footprint,GreenDependent Intézet Kft.,10000,1
1913881568627072,MKKP Zugló,Magyar Kétfarkú Kutya Párt,10000,3
334032427410820,Momentum Ferencváros,Momentum Mozgalom,10000,1
317028185838691,CEU Bibó István Szabadegyetem,Közép-Európai Egyetem Bibó István Szabadegyetem,10000,1
100505208108482,Budapest Városháza,Budapest Főváros Önkormányzat,10000,1
888602817819334,Apolló Mozi,Apolló Mozi,10000,1
111423440209675,Stemler Diána - Momentum,Momentum Mozgalom,10000,1
1604359922977040,MKKP Újpest BP IV. kerület,Magyar Kétfarkú Kutya Párt,10000,3
1357776460950406,Reaktor,Reaktor Alapítvány,10000,1
198358121245,Magyar Máltai Szeretetszolgálat,Magyar Máltai Szeretetszolgálat Egyesület,10000,1
325170648099825,Momentum 13. kerület,Momentum Mozgalom,10000,1
430246420380967,Mirkóczki Ádám,Mirkóczki Ádám,10000,1
273533866010019,MAZSIHISZ-Magyarországi Zsidó Hitközségek Szövetsége,MAZSIHISZ,10000,1
324029851594302,Pollreisz Balázs,Pollreisz Balázs,9999,1
1078158995561613,Jakál Adrienn,Párbeszéd Magyarországért,9995,3
225942864232901,0627.hu,0627.hu,9994,2
104416498264707,Jánosi Zoltán,Jánosi Zoltán,9936,1
108969903815752,Farkas Attila,Farkas Attila,9934,4
100263168540184,Momentum Szolnok,Momentum Mozgalom,9922,1
229065433808152,Hévíz Az Élet Forrása,These ads ran without a disclaimer,9907,1
105904698209747,Vedelek Norbert,Norbert Vedelek,9900,5
100437945297266,Momentum Törökbálint,Momentum Mozgalom,9750,1
2333785046715138,Szenti Tibor,Szenti Tibor,9743,3
110056758082933,Mihálffy Béla,Béla Mihálffy,9715,2
111444753554368,Ferjancsics László,Ferjancsics László,9593,5
141169136438903,Manninger Jenő,Manninger Jenő Keszthely Város Polgármestere,9583,2
457619051250778,Weco-Travel Magyarország,Weco-Travel Magyarország,9465,1
100597459002417,Király Róbert - Képviselő,Király Róbert,9111,2
408129496672210,Manubaba,These ads ran without a disclaimer,9023,1
881398955358662,Mándi László,Mándi László,9000,2
751133218288660,XXI. Század Intézet,Közép- és Kelet-európai Történelem és Társadalom Kutatásáért Közalapítvány,8856,5
210242349159177,EU-SOLAR,These ads ran without a disclaimer,8663,2
626532047411556,Bal lator a XVIII. kerületben,Ballator,8659,1
1425221564382928,Varga László,Varga László,8597,10
408457245956800,Ridikül,These ads ran without a disclaimer,8580,1
101645425881098,Sikota Krisztina XII. kerületi önkormányzati képviselő,Sikota Krisztina XII. kerületi önkormányzati képviselő,8580,2
112817828067098,Szilvási Roland - Fitness Agency,These ads ran without a disclaimer,8511,11
100854821274719,Sajgó György - Momentum,Momentum Mozgalom,8435,1
490177777659085,Vác és környéke,Vác és Környéke,8262,4
100688334643220,Tonzor Péter,Demokratikus Koalíció,8146,1
191815250903223,"Kondoros - Hírek, képek és videók a múltból és a jelenből",Oláh Péter Szabolcs,8024,15
321901088360077,Mi Hazánk Tatabánya,Mi Hazánk Mozgalom Tatabányai Szervezete,8000,1
116372863563267,"MKKP XI. kerület, Újbuda",Magyar Kétfarkú Kutya Párt,8000,3
106144105485262,MKKP Zalaegerszeg,MKKP,8000,3
100241004684178,Balázs Endre - Momentum,Balázs Endre,8000,1
241171959708487,KépviselőPunk,Képviselőpunk,8000,1
118108235026714,Gourmet Fesztivál,These ads ran without a disclaimer,7989,1
107796998410631,Ésik Árpád,Ésik Árpád,7946,2
110126124683519,Békéscsabai Irodalmi Estek,Gaál Kornél,7930,2
372381983128618,LMP Érd és környéke,LMP - Magyarország Zöld Pártja,7874,1
375972093010817,Turgonyi Dániel,Turgonyi Dániel,7861,3
102633439266662,Fressnapf International Business Services,These ads ran without a disclaimer,7825,2
206674032754117,"Karitáció Alapítvány, Gyógyító Bohócdoktorok",Karitáció Közhasznú Alapítvány,7500,1
237151847238460,Vidám Paradicsom,These ads ran without a disclaimer,7458,2
1214677998707531,VH Auctions,These ads ran without a disclaimer,7455,1
112041281374598,Volcano Group,These ads ran without a disclaimer,7453,1
335718666872457,Dankó Béla,Dankó Béla,7347,5
106692904896612,MKKP Kanizsa,Magyar Kétfarkú Kutya Párt,7300,3
301295993869613,Kiszelné Mohos Katalin polgármester,Kiszelné Mohos Katalin,7285,2
1502745060010732,The European Conservative,These ads ran without a disclaimer,7281,1
405035972853835,OMV Filling Stations,These ads ran without a disclaimer,7239,1
104330098359856,Pleva Dániel,Daniel Pleva,7202,3
134961546541026,Csepel Info,Ábel Attila,7059,3
102259404729098,Girls First Finance,These ads ran without a disclaimer,7004,2
553030891802953,Üzletem,These ads ran without a disclaimer,7003,1
591393431252637,Üveges Gábor,Üveges Gábor,6899,2
100521829183585,Erős Gábor,These ads ran without a disclaimer,6892,5
104114915940264,Fenntartható Városok Akadémia,Fenntartható Közösségek Központja Kft.,6847,2
109528965046103,MCC Feszt,Mathias Corvinus Collegium,6778,1
104895780854714,Kovács Dávid Attila,Kovács Dávid Attila,6767,5
107382588774459,Balatoni Esszencia,These ads ran without a disclaimer,6713,2
111423440209675,Stemler Diána - Momentum,Stemler Diána,6586,3
150709804999723,ELTE Illyés Sándor Szakkollégium,ELTE Illyés Sándor Szakkollégium,6538,2
1336586073071527,Életmódváltók,These ads ran without a disclaimer,6436,2
517376092087401,Ferencz István önkormányzati képviselő Pestszentimre-Pestszentlőrinc,Ferencz István,6405,2
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,6403,3
105129068891221,Frisshirek.hu,These ads ran without a disclaimer,6369,1
1953380668110489,Paróczai Anikó,Paróczai Anikó,6303,2
103949707619177,Opauszki Zoltán,Opauszki Zoltán,6269,5
108365251471465,Dócs Dávid,Dócs Dávid,6072,2
337741402998291,Budapesti Corvinus Egyetem,These ads ran without a disclaimer,6054,1
173688126557724,Soproni Tamás,Soproni Tamás,6016,2
503614639975773,Trombitás Kristóf,Trombitás Kristóf Keresztély,6000,1
920358707978994,Kosztin Mihály - Momentum,Kosztin Mihály,5993,1
1841762536142249,Fidesz Baja és térsége,Fidesz Baja,5936,3
583209922360227,Városmajori Szabadtéri Színpad,Városmajori Szabadtéri Színpad,5921,2
49700778153,GLAMOUR Hungary,These ads ran without a disclaimer,5779,3
2021019054887069,Szeretlek Zala,Genesis Médiacsoport Kft.,5768,1
101508528866981,Fehérvár a Miénk,Fehérvár a miénk,5718,1
100711304847811,A szomszédja már tudja - Ön is tudja meg,A szomszéd,5651,1
183133395137994,Lányok Napja,These ads ran without a disclaimer,5638,2
105482417889630,Hradeczky Viktor,Viktor Hradeczky,5599,3
100612864755657,Szeles Szabolcs,Szeles Szabolcs,5582,2
124442815810276,Modern Férfipolitikáért Mozgalom,Szujó Flórián Zoltán,5543,4
107453054183218,Berki Sándor,Párbeszéd Magyarországért,5461,1
1869511526651884,Zsigmond Barna Pál,Dr. Zsigmond Barna Pál,5457,3
102258971505967,Samsung SDI Hungary,These ads ran without a disclaimer,5429,2
103465727825414,OPUS TIGÁZ & OPUS TITÁSZ,These ads ran without a disclaimer,5421,3
644188765772236,Löfler Dávid,Löfler Dávid,5420,3
197850567575171,Mi Hazánk - Újbuda,Mi Hazánk Mozgalom,5385,2
104568618373270,Településfejlesztési Szövetség,Településfejlesztési Szövetség,5343,3
102384608623743,CreativeSolar,CreativeSolar,5329,6
111747156853164,Pintér Csaba Gábor,Pintér Csaba Gábor,5318,2
116925790432558,Lehoczki Ádám,Lehoczki Àdám János,5237,3
1715238588739060,Prista Oil - Texaco olajok,These ads ran without a disclaimer,5233,1
111675618488667,Mars Magyarország,These ads ran without a disclaimer,5221,1
105967164071611,Nagy Balázs Szemere és Ganztelep,These ads ran without a disclaimer,5186,2
130297234352698,Környei Balázs András,Momentum Mozgalom,5183,2
261746367828,Budapest Airport,These ads ran without a disclaimer,5100,6
110185098573425,refresherhu,These ads ran without a disclaimer,5037,2
119581504902020,Parázs Varázs,Parázs Varázs,5000,1
232885567053351,Schneider Electric,These ads ran without a disclaimer,5000,1
170989302924051,Vozár Péterné,Vozár Péterné Alpolgármester,5000,1
110820671948432,Athanor,These ads ran without a disclaimer,5000,1
100271707996221,Sáli Annamária - Momentum,Momentum Mozgalom,5000,1
541472019320427,Palánta Gyermek-és Ifjúsági Misszió,TEKK Egyesület,5000,1
299258847551832,Mi Hazánk Budapest XIII. kerület,Mi Hazánk Budapest XIII. kerület,5000,1
273500883385846,Mi Hazánk Ferencváros,Mi Hazánk Mozgalom,5000,1
342499719812299,Bárdi Zsuzsanna,Momentum Mozgalom,5000,1
115230488549915,Political Capital (HU),Political Capital (HU),5000,1
102034821807219,Borsik Viktor,Viktor Borsik,5000,1
104600127557684,Bónus Éva - Momentum,Momentum Mozgalom,5000,1
254370078847652,Hajrá Békéscsaba Egyesület,Hajrá Békéscsaba Egyesület,5000,1
786317668383805,FLOOR BY BLUE,These ads ran without a disclaimer,5000,1
761618630695671,Dr. Hargitai János,Dr. Hargitai János,4999,1
101836344507475,Sátly Balázs,Sátly Balázs,4998,1
107922594458325,Botlo Kornél Pest Megy 08 VK Elnöke,Kornél Botló,4985,1
1622332241319878,"Amve.hu -  A mi városunk, a mi Bajánk",A Mi Városunk Egyesület,4982,2
102272562081509,Mi Hazánk Szigethalom,Kornél Botló,4976,1
225738204106756,Nagy Imre Emlékház,These ads ran without a disclaimer,4841,2
1510943175801534,Stefánia Palota - Honvéd Kulturális Központ,These ads ran without a disclaimer,4708,2
669365789837517,Benedek Zsolt,Benedek Zsolt,4674,2
1006411482778121,FedEx,These ads ran without a disclaimer,4653,2
1376817859123334,Mindenki Sárvárért,Farkas János,4645,1
107237888124833,Vy Oanh Authentic - Túi xách cao cấp uy tín,These ads ran without a disclaimer,4608,5
107661928027512,Helpers Finance Hungary,Helpers Finance Kft.,4569,1
102595915247187,Tomos Endre,Endre Tomos,4542,4
102017314743875,Substral,These ads ran without a disclaimer,4526,1
559815760813435,Herczeg Zsolt,Fidesz,4510,4
28312410177,World Food Programme,These ads ran without a disclaimer,4490,6
102941768264905,Rózsa András - Momentum,András Rózsa,4460,2
457619051250778,Weco-Travel Magyarország,These ads ran without a disclaimer,4392,3
371225050791,Transparency International Magyarország,Transparency International Magyarország,4233,1
948663291926357,HVG BrandLab,HVG BrandLab,4132,2
170834092937469,K-Monitor,K-Monitor,4104,2
205231656342277,Csizmazia Ferenc,Csizmazia Ferenc István,4000,1
1164796266962987,Szabad Pécs,Szabad Pécs,4000,1
539482986085066,Mach Péter,Mach Péter,4000,1
100260816129854,Pécsi Diána e.k.,Pécsi Diána,4000,1
297694457107800,Disszidens,Horváth Martin,4000,1
1989901087899816,Magyar Vállalkozói Szalon egyesület,Magyar Vállalkozói Szalon,3999,1
100808557949454,Mucsi Tamás,Mucsi Tamás,3998,1
260927000625137,VARJU László Újpest-Angyalföld,VARJU László Újpest-Angyalföld,3980,1
847993235219023,Aegon Alapkezelő,These ads ran without a disclaimer,3960,1
228214933860343,LMP Csongrád megye,LMP - Magyarország Zöld Pártja,3937,2
112126508161382,Korsós Borbála Erzsébet - Momentum,Korsós Borbála Erzsébet,3758,3
560577550745295,ZV Zöld Völgy Nonprofit Kft.,These ads ran without a disclaimer,3732,1
105244582539250,Danielle Dobson,These ads ran without a disclaimer,3716,1
104103487822810,Sepsi Helga Pszichológus,These ads ran without a disclaimer,3580,1
106072821290123,"Rigó Balázs, alpolgármester - Tatáért",Rigó Balázs,3555,3
240147763965,Baráth András - Gerilla Önéletrajz,These ads ran without a disclaimer,3518,5
2257104034609538,Mirkóczki Zita,Mirkóczki Zita,3502,2
587510437948345,Szkeptikus Társaság,These ads ran without a disclaimer,3500,1
552161288129600,Rozgonyi Zoltán,Rozgonyi Zoltán Gábor,3500,1
186937904681332,Szabó Rebeka,Szabó Rebeka Katalin,3500,1
1107734912752090,Encs Város Önkormányzata,Encs Város Önkormányzata,3500,3
101642649001155,Új Szó Nálunk,Somodi Géza,3500,1
358867199892,"Farkas Sándor miniszterhelyettes, országgyűlési képviselő hivatalos oldala",Fidesz,3500,1
213582880468,Decathlon Magyarország,These ads ran without a disclaimer,3478,1
270252536876598,Tudományos Stand Up,TSU Rendezvényszervező kft,3470,1
106963942072063,Halász Noémi,Halász Noémi,3450,3
230982470584005,Elek Sándor polgármester,Elek Sándor polgármester,3437,1
316633651840129,Auth István önkormányzati képviselő,Auth István,3356,1
101646642494867,Kristály,Kristály,3340,1
304448239602944,Minden Doboz Visszajár,These ads ran without a disclaimer,3322,1
151469941664125,Glas-Shop.net,These ads ran without a disclaimer,3274,1
830428313641804,Szegedi Balázs,Szegedi Balázs,3273,3
111783731173476,Vasco Electronics Magyarország,These ads ran without a disclaimer,3172,1
142020589304689,Dr. Pósán László,Dr. Pósán László,3127,2
105845452399807,Momentum Kecskemét,Momentum Mozgalom,3087,1
55103804523,Ferencváros,These ads ran without a disclaimer,3049,2
215138878595900,Európai Bizottság Magyarországi Képviselete,These ads ran without a disclaimer,3017,2
153382908021118,CKA,These ads ran without a disclaimer,3010,1
326590464961598,Gyurkó Dániel - Momentum,Gyurkó Dániel,3000,1
111499348516449,Fülöp Zsolt polgármester,Szentendre Város Önkormányzat,3000,1
718237064915895,Szőke Péter Törökbálint Holnap,Szőke Péter,3000,1
304939117097798,Altfatter Adalbert,Altfatter Adalbert,3000,1
101353438098604,Majoros András,Majoros András,3000,1
109565208474856,Startlap - Utazás tippek,Central Médiacsoport Zrt.,3000,1
100924535415577,EgerInfo,EgerInfo,3000,2
605539649511179,Dr. Vinnai Győző,Dr. Vinnai Győző,2999,1
189020783523,Mathias Corvinus Collegium - MCC,These ads ran without a disclaimer,2962,1
206249029403122,Metazin,These ads ran without a disclaimer,2949,1
445067412712417,Dr. Molnár Krisztián,Dr. Molnár Krisztián,2920,1
