Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
1025786357451330,"范雲  FAN, Yun","范雲  FAN, Yun",1334,4
128818803902,兩岸犇報,兩岸犇報,1330,9
131410820262008,宏其婦幼醫院,宏其婦幼醫院,1309,1
805578896186426,邱鎮軍,聽儷科技股份有限公司,1304,4
156810494451962,尚鼎之茶,These ads ran without a disclaimer,1274,3
149528525248173,富邦人壽是怎young,These ads ran without a disclaimer,1261,1
103921062032627,苗栗縣非都市土地再生能源發電案場巡監綠電巡守隊,振宏林,1257,2
398746854048810,Right Plus 多多益善,These ads ran without a disclaimer,1253,2
292249757967340,陳善慧【善於服務 • 慧做代誌】,高雄市議員陳善慧服務處,1251,8
397602236982040,三立iNEWS,三立新聞,1250,2
110647840532680,Merge Mayor,These ads ran without a disclaimer,1222,1
556809414798107,綠獎 Eco Echo Award,These ads ran without a disclaimer,1216,2
134086613358799,立法委員孔文吉,Wenchi Kung,1200,4
105918421702452,王沈剛竹 比紹,王沈剛竹,1199,1
109294944190642,pama_yvonne,These ads ran without a disclaimer,1196,1
167913323845559,FNG世代設計｜為了下一代而設計,These ads ran without a disclaimer,1194,4
144181272662168,台南新芽,台南新芽,1184,8
158422268047235,龍潭里里長 古智仁,智仁 古,1167,3
108453130785438,SMA Solar Technology艾思瑪太陽能技術,These ads ran without a disclaimer,1154,2
773445392783613,嘉義多一點,嘉義多一點,1122,1
397434441163,左岸文化,左岸文化,1118,2
112233633467139,HowJobs,These ads ran without a disclaimer,1102,1
1466476516978500,花現彰化-彰化縣政府新聞處,These ads ran without a disclaimer,1080,1
116275114771430,阿湯哥筆記,These ads ran without a disclaimer,1072,1
109358201564879,反廢死Q&A,天恩鄭,1068,2
172369459534,工業技術研究院,These ads ran without a disclaimer,1065,1
110858134884421,楊仲傑 潭陽里里長,仲傑楊,1033,5
647774598986133,深聽嘉義-黃思婷議員,林政翰,1009,2
1379388662325800,胡仁順-花蓮縣議員,仁順 胡,1006,2
1141695282670470,張博洋,張博洋,1000,1
1648387955210132,招名威教授 毒理威廉,These ads ran without a disclaimer,1000,1
103027032310003,嘉義市議員-郭定緯,淳芳林,1000,1
294625894324536,詠少年 市民代表 張詠勝,詠少年 市民代表 張詠勝,1000,2
137143073105957,愛秀團隊－林碧秀,碧秀 林,1000,3
727855827262810,林家興 Alfred Lin,Alfred Warjas Lin,1000,1
152792671915134,涂力旋-用力旋轉未來,力旋涂,1000,1
106342675104946,Tougher堅韌者,These ads ran without a disclaimer,1000,1
102005748920346,王宣貿,王宣貿,1000,1
102429412411676,桃園市新住民培力中心,桃園市新住民培力中心,1000,2
2430390413849261,奕綸有限公司,京昀,1000,1
100806002691584,陳識明,郁琪廖,1000,3
113312950405891,Q嘉義,Q嘉義,1000,1
826534787556756,遠智國際開發/遠智人力銀行,These ads ran without a disclaimer,994,1
101383501930218,永康黃肇輝,黃肇輝,993,2
116906978005986,讓中正，更傑出,讓中正，更傑出,988,2
101167718281657,徐勝凌,勝凌徐,979,2
689837094426996,邱靖雅-乘風破浪的姐姐,靖雅 邱,970,3
112830608131440,許睿慈．許願池,許睿慈．許願池,963,3
419217714880192,TVBS娛樂頭條,These ads ran without a disclaimer,959,1
188311137478,中時新聞網,時報資訊,952,1
106713665378826,A+ Infinity - A佳的無限可能,These ads ran without a disclaimer,949,1
120763392659625,屏東土青-趙文俊,趙文俊,949,1
530009350425070,台灣職業安全健康連線,台灣職業安全健康連線,942,1
1409006279407668,美麗而剽悍 婦產科女醫 新竹竹北 張瑜芹醫師,荏傑 楊,938,5
109269030824677,傑尼斯時尚醫美整形外科診所,These ads ran without a disclaimer,933,1
725501890978632,游淑慧 台北市議員,游淑慧,931,2
101444182888371,陳經理 小額互助,These ads ran without a disclaimer,923,1
113389661672258,Stevan,These ads ran without a disclaimer,923,1
606321216096498,李彥秀,李彥秀,918,2
456170574528072,蘇巧慧,蘇巧慧,914,1
2155864991308675,勞動黨 羅美文- 為了勞工一直在這裡,Juhsing Tsang,900,3
105931358099314,遠雄文教公益基金會,遠雄文教公益基金會,900,4
103543475432082,森原樹𝟐,These ads ran without a disclaimer,899,1
111829661616679,減肥營養師,These ads ran without a disclaimer,892,3
1654711658120785,鳩澤郎 日式串燒 料亭 酒場,These ads ran without a disclaimer,862,1
100643885569863,方凱數學．趣味數學,These ads ran without a disclaimer,861,2
290313224668268,CMoney-人生投資學,These ads ran without a disclaimer,851,8
102877246139738,邱正宏醫師瘦身所,These ads ran without a disclaimer,818,1
972132016144408,施佩妤《十年有妤．感恩有您》,施佩妤《十年有妤．感恩有您》,809,1
101278561893503,永續實現的∞種可能,永續實現的∞種可能,806,2
100195379426027,愛德華先進科技 Edwards Technologies Limited,愛德華先進科技 Edwards Technologies Limited,803,4
102306465658443,Enel X,Enel X,800,1
100240349630152,Zalou Shop,These ads ran without a disclaimer,800,3
1890263611238474,陳冠廷 Kuan-Ting Chen,陳冠廷,800,1
848545415232839,新北i環保,These ads ran without a disclaimer,796,2
113791200340934,經典公益郵舍-跟著韓老師玩轉收藏世界,孟達 韓,765,5
716524278411257,新北市議員蘇泓欽,泓欽 蘇,760,3
398749417302855,富興米店,These ads ran without a disclaimer,757,1
100506478473780,公視主題之夜 SHOW,公視主題之夜SHOW,750,4
101845848873882,思雅閣,These ads ran without a disclaimer,747,5
231000693613150,蘇育德,育德蘇,737,1
547129002067069,杜文中,杜文中,723,1
202491066592433,思渤科技 Cybernet Systems Taiwan,These ads ran without a disclaimer,718,2
521176024619313,花輪哥,傑齊 黃,717,6
382451845696704,新竹市議會,新竹市議會,712,1
268878329957449,陳光軒・dpp苗栗縣議員,光軒 陳,711,4
368820985964,台灣伴侶權益推動聯盟,台灣伴侶權益推動聯盟,700,1
333156536798977,Kaohsiung Pride - 高雄同志大遊行 - KHPride,嘉佑洪,700,1
180707512817729,居興建設,居興建設,700,1
888230767933636,林德福,德福 林,700,1
107478432346054,郭台銘+1,These ads ran without a disclaimer,694,1
101719689280816,conis_77,These ads ran without a disclaimer,687,1
1506827479630328,สำนักงาน ป.ป.ช.,These ads ran without a disclaimer,677,3
102607378194004,民視健康新聞（News）,These ads ran without a disclaimer,671,1
103377904599065,E.政策網：約博打權,昇德翁,669,4
378478695837780,李艷秋的新聞夜總會,吳昇原,660,2
1445359202420615,永豐基金 投資大幸福,These ads ran without a disclaimer,658,3
292184411685207,八尺門的辯護人,These ads ran without a disclaimer,658,1
128517288767879,議題行銷小聚,哲儒 趙,652,1
107561193936634,南投小鋼炮曾琮愷,歷軒郭,649,3
1424904337764519,徐其萬,徐其萬,647,3
634616890502695,民事新聞,These ads ran without a disclaimer,646,2
109826408672038,鎧鋮車體美容,These ads ran without a disclaimer,644,1
101927831418406,地方志iplace,These ads ran without a disclaimer,621,1
118830846380235,圖說Snapshot,These ads ran without a disclaimer,619,1
1989531011360714,陳信社會家教班,These ads ran without a disclaimer,615,3
105961094120160,老師雞 何景榮,景榮 何,609,1
1616573088452207,新北市職能治療師公會,徐敏棊,600,1
107982601574746,書評書目Taiwan Review of Books,書評書目Taiwan Review of Books,600,2
101555135746236,講客進鄉團,堃廉崔,600,3
1693856497304590,竹山鎮長陳東睦,嘉珍許,600,1
103803121479657,股科醫生,These ads ran without a disclaimer,596,1
550334811745826,活靈活現,These ads ran without a disclaimer,587,1
120869137965597,SEMI 國際半導體產業協會,These ads ran without a disclaimer,581,2
228519200496056,台灣人壽讚,These ads ran without a disclaimer,580,1
164483516927300,張景嵐,張景嵐,570,1
259430250825193,BSI Taiwan,BSI Taiwan,567,3
145769195435963,Art2Wear愛維雅,These ads ran without a disclaimer,563,1
1536346596629243,蒲公英 讓美好循環發生,These ads ran without a disclaimer,559,1
105035232199398,唐楷瀚 大直大小事,唐楷瀚,552,1
107528255494265,永慶小李家樂福利社,These ads ran without a disclaimer,549,1
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,542,14
907937632563716,鵬耀法律事務所,These ads ran without a disclaimer,538,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,533,5
175563585798598,"法國巴黎人壽 Cardif Assurance Vie, Taiwan branch",These ads ran without a disclaimer,531,4
107950191957083,后羿開發能源建設,These ads ran without a disclaimer,524,1
103219662752527,中醫世家-Z,These ads ran without a disclaimer,523,1
105957556179860,遠雄人壽Hold生活,These ads ran without a disclaimer,522,3
106158021385348,汪叡聖-實在‧最好,叡聖 汪,521,2
314086601982336,Panasonic Taiwan,These ads ran without a disclaimer,517,1
2046821002249593,林碩彥,林碩彥,517,2
108096904126871,數位女力聯盟WIDI,社團法人台灣數位女力聯盟,509,1
327295254323344,基隆市議員-何淑萍,基隆市議員-何淑萍,507,1
739049559498402,元氣網,These ads ran without a disclaimer,503,2
2007669522817003,達摩跆拳道館-楠梓右昌館,于雋 陳,500,1
106466901177714,太武新村眷村文創園區,太武新村眷村文創園區,500,1
175547086475118,小港宏武跆拳道館,于雋 陳,500,1
503640126734757,朱毅 新竹市文雅里里長,朱毅,500,1
260897217325373,環保in彰化,These ads ran without a disclaimer,500,1
1501887220103594,台灣女人連線．台灣女人健康網,台灣女人連線,500,1
1548426412126380,施志昌,志昌施,500,1
100869442327528,李文傑 傑力為您,李文傑,500,1
109951060795057,森林城市協會,傑任莊,500,1
287766215130059,桃園誌,桃園誌,500,1
101865562389645,草根力量-邱瑞文,瑞文邱,500,1
313644945707129,未來由我 蔡育紘,未來由我 蔡育紘,499,1
165784370277,新北市婦女會,These ads ran without a disclaimer,499,1
107696905644766,金門通訊社,縱橫加策略公司,498,1
311065012570518,海帕斯空氣瓶子,These ads ran without a disclaimer,491,1
179833692749720,Taiwan in Türkiye 駐土耳其代表處,These ads ran without a disclaimer,487,1
104805437969925,JERA 台灣捷熱能源,These ads ran without a disclaimer,481,1
102180648509842,林獻元,献元 林,478,1
117406534663984,台灣老中醫-壯陽,These ads ran without a disclaimer,476,1
116119324793216,政大法律與社會研究中心 NCCU Center for Law and Society,These ads ran without a disclaimer,472,1
352894958383672,三時生活實驗室 San Shi Living Lab,These ads ran without a disclaimer,467,1
109962652937074,森林城市-高雄愛樹人,傑任莊,465,1
110683585295740,Vephos,These ads ran without a disclaimer,457,1
233140110222019,簡榮宗,These ads ran without a disclaimer,456,1
367167580117740,貝殼放大 Backer-Founder,貝殼放大 Backer-Founder,448,1
148698783642980,台灣瑞曼迪斯股份有限公司,These ads ran without a disclaimer,447,1
105490091427483,新北市青年公共事務協會,蕭任佑,446,4
262531920494874,財團法人金融消費評議中心,財團法人金融消費評議中心,442,1
248954465174600,TOYOTA Taiwan,These ads ran without a disclaimer,440,3
106858372152871,林聰池,林聰池,432,1
113604631699416,王三郎嚴選,These ads ran without a disclaimer,431,1
891199440972878,魏嘉彥,魏嘉彥,431,2
100470732556886,王孝裕_裕見新彰化,王孝裕,420,1
125595624162031,憲哥身材管理c3,These ads ran without a disclaimer,419,1
108741360841701,露戰隊露營用品-（台中店）,These ads ran without a disclaimer,416,1
139659093185084,林杏兒 台北市議員,杏兒 林,413,1
773445392783613,嘉義多一點,These ads ran without a disclaimer,409,1
113011195049743,e.ntuition,These ads ran without a disclaimer,405,1
102252525898596,Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,404,2
263362454263213,CodingBar,These ads ran without a disclaimer,402,2
174379681366786,伊恩書店,These ads ran without a disclaimer,400,2
412383505540006,Tatler Taiwan,These ads ran without a disclaimer,400,1
436202956432960,Technews 科技新報,Technews 科技新報,397,1
101843072106141,Felt Mountain FM選物,These ads ran without a disclaimer,396,1
720492554670764,李國璋 新竹市東區市議員,李國璋 新竹市東區市議員,393,2
1588286501409955,邱志偉,These ads ran without a disclaimer,393,1
116747994635688,Come To Vegas_0111_03,These ads ran without a disclaimer,388,2
460410744059213,TotalEnergies,These ads ran without a disclaimer,373,3
337328906854581,陳銘風攬ㄟ冰友,陳銘風攬ㄟ冰友,370,1
292652795877175,程美蓮 Sayun Taji,柏元李,370,6
266471180393328,Elis + Lin,These ads ran without a disclaimer,369,1
201898837323360,Lego-StoryTeller,These ads ran without a disclaimer,363,1
158025223269,今周刊,These ads ran without a disclaimer,363,4
334599174080281,藍凱元,These ads ran without a disclaimer,361,1
103716269217680,frankilosopher,These ads ran without a disclaimer,344,1
237483602952352,黃適卓,適卓 黃,344,2
852370551453606,GARP,These ads ran without a disclaimer,338,1
936222239722615,基隆好議員 鄭文婷律師,文婷鄭,332,1
127628276929,天下雜誌,These ads ran without a disclaimer,318,2
116937701380464,C.C.L 柔柔轉運站,These ads ran without a disclaimer,315,1
495644720624955,台灣脈思股份有限公司,These ads ran without a disclaimer,312,3
109248241645378,擎天峰和,These ads ran without a disclaimer,311,11
1115868658503970,豬寶盒Pearl Boxes 時尚流行 連線代購,These ads ran without a disclaimer,310,1
786872534748845,社團法人台灣失能者家庭暨看護雇主國際協會（雇主協會）,These ads ran without a disclaimer,308,3
769099963301242,Sense思法人,These ads ran without a disclaimer,307,2
555448224595231,許立丕後援會粉絲團,立丕 許,307,1
109179878519213,欣巴巴-幸福欣印象,These ads ran without a disclaimer,307,2
195959880437203,新北市議員白珮茹,新北市議員白珮茹,300,1
931837986851749,侯漢廷,啟仁 高,300,1
107639328681660,張孫宥心,張孫宥心,300,1
1920645851573536,未來城市FutureCity,天下雜誌,300,1
180903242083235,台灣動物平權促進會 TAEA,台灣動物平權促進會 TAEA,300,1
104859828760801,張芬郁,張芬郁,300,1
119696544420825,Chat Moss AI Chat Robot,These ads ran without a disclaimer,296,1
112791663809450,飞儿翡翠直播,These ads ran without a disclaimer,290,1
103708999304913,晴空大地,These ads ran without a disclaimer,288,14
202074293162081,青田七六,These ads ran without a disclaimer,287,2
467307636972053,🅗🅔🅛🅛🅞 嚴選,These ads ran without a disclaimer,282,1
100162286113665,台灣隊．挺台灣,台灣隊,282,1
263592120365472,采威國際資訊股份有限公司,These ads ran without a disclaimer,279,3
110635418668863,元氣森林,These ads ran without a disclaimer,277,2
103066112747084,Lawrence Nortonyt,These ads ran without a disclaimer,277,1
505048462850808,楊朝偉,楊朝偉,273,1
115493448131002,Casimmy MALL 1,These ads ran without a disclaimer,272,2
1144654629004459,張顥瀚,張顥瀚,270,1
810898329264815,2023青年國會立法院會議,青年菁英立法院會議,268,3
328232244533826,國家住宅及都市更新中心,These ads ran without a disclaimer,261,2
104719228129591,發包採購俱樂部-建築營造、物業管理 發包招標平台,These ads ran without a disclaimer,260,2
575747599156894,環境資訊中心,台灣環境資訊協會,257,1
1662469387371190,Del Sol CPA & Associates 德碩會計師事務所,These ads ran without a disclaimer,257,1
104833135691082,壹蘋新聞網,These ads ran without a disclaimer,256,1
1992951864115792,周柏吟,柏吟周,254,1
1627016040846724,謝志忠　幫您講話,志忠 謝,249,1
120527968028422,靈鷲山教育網,These ads ran without a disclaimer,246,1
108110301066794,欣揚智能隔音氣密窗｜從心出發，網住健康,These ads ran without a disclaimer,238,1
107073864019634,文化內容策進院 Taiwan Creative Content Agency,These ads ran without a disclaimer,228,2
325134777530706,曉劇場 Shinehouse Theatre ⁽ᵀᴬᴵᵂᴬᴺ⁾,These ads ran without a disclaimer,224,1
110573495332044,吳宗憲-瘦身旗艦店,These ads ran without a disclaimer,222,1
106753538557836,怪獸與她的產地 x 優淇的捷克生活 life in Czech Republic,These ads ran without a disclaimer,221,1
2173392866307116,好兆頭 How Shuttle,These ads ran without a disclaimer,215,9
115380840010894,大愛桃園市大溪搬家公司/八德龍潭中壢龜山專業搬家推薦/桃園新竹苗栗搬家費用快速服務,These ads ran without a disclaimer,215,1
113313331670628,靈萌 寵物溝通,These ads ran without a disclaimer,215,1
830634337047497,S2studio,These ads ran without a disclaimer,211,3
136755078549381,南昌法律事務所,These ads ran without a disclaimer,211,1
449110461842056,SYSTEX 精誠資訊,These ads ran without a disclaimer,208,1
514665285645225,報時光UDNtime,These ads ran without a disclaimer,201,6
1448357445384692,台灣大哥大 Open Possible,These ads ran without a disclaimer,201,1
111289515704943,環境品質文教基金會 EQPF,佾展 鄭,199,1
116296548384351,許淑華Hsu Shu-Hua,許淑華Hsu Shu-Hua,199,1
106965308766722,My Home Page,These ads ran without a disclaimer,196,1
460583077313238,三得利健康網路商店,These ads ran without a disclaimer,187,1
100301802325972,玉匠人翡翠,These ads ran without a disclaimer,185,13
111455468891656,堅持．張廖萬堅,萬堅 張廖,185,1
264446650796377,阿牧手作,These ads ran without a disclaimer,185,2
1587628301470657,林沛祥,These ads ran without a disclaimer,182,1
803680666677077,Tramper,These ads ran without a disclaimer,175,1
238152186564500,強森攝影工作室/新竹/寶寶 /孕婦/證件/全家福/畢業/宣傳/形象/彌月/網拍/商品/婚宴紀錄/個人/攝影/兒童/寫真/租棚/照,These ads ran without a disclaimer,174,1
1232239783459957,ICDI  國際氣候發展智庫 International Climate Development Institute,國際氣候發展智庫,171,1
2007200132893978,投資小弟,These ads ran without a disclaimer,169,1
115280308529967,白蟻問題-古蹟‧歷史建築‧老宅‧廟宇的專業除白蟻防治專家,These ads ran without a disclaimer,168,1
100838041497580,旭日聯合建築師事務所｜信義永春危老重建工作站,These ads ran without a disclaimer,168,1
103582091121311,MUSICO 音樂圈,These ads ran without a disclaimer,167,1
151776788178402,TechOrange 科技報橘,These ads ran without a disclaimer,167,6
351386045964317,由鉅大恆,These ads ran without a disclaimer,167,1
273192696207332,哎喔生活雜良,These ads ran without a disclaimer,165,1
104107975433258,新板艾麗,These ads ran without a disclaimer,164,1
517082544983240,文字工作者－小書,These ads ran without a disclaimer,156,1
156279764411149,Times Higher Education,These ads ran without a disclaimer,155,4
1711803335724716,九勺涮涮鍋。高雄美食,These ads ran without a disclaimer,155,1
106745212203354,Bwertpy-W-MY,These ads ran without a disclaimer,154,1
255269268156515,貓侍CatPool-社團法人台灣流浪貓關懷協會,These ads ran without a disclaimer,154,1
785537334791242,桃園事,These ads ran without a disclaimer,154,1
458945520924346,美國蕾絲床墊-亞太總代理,These ads ran without a disclaimer,150,2
56741313373,台新藝術基金會,These ads ran without a disclaimer,146,1
216770658366724,雅泛迪輪圈Advanti & KONIG Taiwan,These ads ran without a disclaimer,145,2
217761698328619,和運租車 好運粉絲團,These ads ran without a disclaimer,142,1
1668813320116227,股期一陽指－邱奕良,These ads ran without a disclaimer,141,1
908922692554990,吳宗憲-授權瘦身團隊,These ads ran without a disclaimer,136,1
113912196658029,方哥嚴選,These ads ran without a disclaimer,134,1
126494184177642,大師房屋－國際事業部,These ads ran without a disclaimer,131,1
100423742875331,JHY 律師工作室,Zhong-Yue Yang,129,1
109212067479967,VERSE,These ads ran without a disclaimer,126,1
149905238417789,冠龍外勞集團,These ads ran without a disclaimer,125,1
848545415232839,新北i環保,新北i環保,125,1
109096808833064,台安連鎖藥局5,These ads ran without a disclaimer,123,1
100228356346053,Fpoyt,These ads ran without a disclaimer,123,1
1553668178254881,淨毒五郎 Chef Clean,志強靳,122,1
108139381472340,Karen Piano / 桃園鋼琴教學,These ads ran without a disclaimer,119,1
100605494693518,名畫檔案-網路畫廊,These ads ran without a disclaimer,116,1
1793252634219981,TPCF ECO 熊厲害,These ads ran without a disclaimer,116,1
109256018057552,老花磚繽紛樂,These ads ran without a disclaimer,115,1
122541710823595,馨馨姐中醫養生,These ads ran without a disclaimer,115,1
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,113,4
111583107004991,TAIPOWER D/S ONE 電幻1號所,These ads ran without a disclaimer,109,1
100882622987748,瞬鮮水屋-楊梅店,These ads ran without a disclaimer,108,1
164121763623843,Yahoo奇摩購物,These ads ran without a disclaimer,103,2
138654461200,康健雜誌,These ads ran without a disclaimer,102,1
117531917887503,禹您同行．徐寅一ㄣˊ禹,These ads ran without a disclaimer,101,1
103743902545502,Pina Ura,These ads ran without a disclaimer,101,2
384191061758792,高速小飛力,These ads ran without a disclaimer,≤100,2
226762344168414,謝家倫,謝家倫,≤100,1
1659779394332709,長庚大學 Chang Gung University,These ads ran without a disclaimer,≤100,1
101258292825446,藝彩燈光,These ads ran without a disclaimer,≤100,1
109495085338179,璞邑恆樂,These ads ran without a disclaimer,≤100,2
742732662548159,沂藝術 YIART,These ads ran without a disclaimer,≤100,1
1266518076746162,失智・時空記憶的旅人（Dementia）,These ads ran without a disclaimer,≤100,1
172439553380688,躲起來,These ads ran without a disclaimer,≤100,1
121712557538239,Jjxydi-ua,These ads ran without a disclaimer,≤100,1
887654861439382,和築捷市悅,These ads ran without a disclaimer,≤100,1
107403928674241,豐盈孤獨,These ads ran without a disclaimer,≤100,1
100489486238404,台灣公民人權聯盟tclu,These ads ran without a disclaimer,≤100,2
241760763093731,Bagsakan sa Habongan,These ads ran without a disclaimer,≤100,1
116917991365373,Taiwan News Liver,These ads ran without a disclaimer,≤100,1
206013579428194,勞工保險局,These ads ran without a disclaimer,≤100,1
102241519382537,Ykshugg-Shop,These ads ran without a disclaimer,≤100,1
101271955630115,Licensed doctor,These ads ran without a disclaimer,≤100,1
110627508134776,紀承佑,These ads ran without a disclaimer,≤100,1
111515785000447,Accounts of Material Research - AMR,These ads ran without a disclaimer,≤100,1
112147945098950,upwomxn,These ads ran without a disclaimer,≤100,1
103829234329205,愛滋集Aidself,These ads ran without a disclaimer,≤100,1
172379346150885,和築 自然的住,These ads ran without a disclaimer,≤100,1
104354984345200,Annie X TREND 板橋,These ads ran without a disclaimer,≤100,1
103377904599065,E.政策網：約博打權,E.政策網：約博打權,≤100,1
292652795877175,程美蓮 Sayun Taji,These ads ran without a disclaimer,≤100,1
299438037147212,王宥忻財富女神,These ads ran without a disclaimer,≤100,1
112624187090810,Manalulu,These ads ran without a disclaimer,≤100,1
110025324004870,知事官邸生活館,These ads ran without a disclaimer,≤100,2
230822870717310,MyGo國際地產,These ads ran without a disclaimer,≤100,1
112184516989929,京展環保有限公司,These ads ran without a disclaimer,≤100,1
397486643273,OB嚴選,These ads ran without a disclaimer,≤100,1
100573838902360,SHES 環保衛生棉,These ads ran without a disclaimer,≤100,2
267654926582726,ASICS,These ads ran without a disclaimer,≤100,3
112570843421623,社團法人台灣你不是一個人實踐協會,These ads ran without a disclaimer,≤100,2
613055218722286,澄格室內裝修設計,These ads ran without a disclaimer,≤100,1
102113882801169,癌症之友,These ads ran without a disclaimer,≤100,1
112394984287192,Communication R&D 溝通策略研究室,These ads ran without a disclaimer,≤100,1
192373244225152,德風健康館,These ads ran without a disclaimer,≤100,2
116553024742136,YD Mall,These ads ran without a disclaimer,≤100,1
102766216139491,Brucd,These ads ran without a disclaimer,≤100,1
440741556257860,Solar Life索樂生活-露營&運動&居家用品,These ads ran without a disclaimer,≤100,1
